DEBUG:root:{ Tick:4, BR:0, AC:40, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:637, BR:0, AC:15, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:639, BR:0, AC:15, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:642, BR:0, AC:15, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:645, BR:0, AC:15, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:649, BR:0, AC:21, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:652, BR:0, AC:21, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:654, BR:0, AC:21, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:657, BR:0, AC:21, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:660, BR:0, AC:21, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:664, BR:0, AC:0, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:667, BR:0, AC:0, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:669, BR:0, AC:0, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:672, BR:0, AC:0, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:675, BR:0, AC:0, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:679, BR:0, AC:4, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:682, BR:0, AC:4, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:684, BR:0, AC:4, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:687, BR:0, AC:4, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:690, BR:0, AC:4, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:694, BR:0, AC:15, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:697, BR:0, AC:15, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:699, BR:0, AC:15, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:702, BR:0, AC:15, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:705, BR:0, AC:15, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:709, BR:0, AC:23, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:712, BR:0, AC:23, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:714, BR:0, AC:23, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:717, BR:0, AC:23, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:720, BR:0, AC:23, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:724, BR:0, AC:14, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:727, BR:0, AC:14, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:729, BR:0, AC:14, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:732, BR:0, AC:14, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:735, BR:0, AC:14, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:739, BR:0, AC:64, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:742, BR:0, AC:64, SP:256, PS:0, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:744, BR:0, AC:64, SP:256, PS:0, IP:3, AR:3, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:747, BR:0, AC:64, SP:256, PS:0, IP:4, AR:4, IR:ST OUTPUT }  ST OUTPUT
DEBUG:root:{ Tick:750, BR:0, AC:64, SP:256, PS:0, IP:0, AR:0, IR:JNZ .LOOP }  JNZ .LOOP
DEBUG:root:{ Tick:754, BR:0, AC:-1, SP:256, PS:0, IP:1, AR:1, IR:LD INPUT }  LD INPUT
DEBUG:root:{ Tick:757, BR:0, AC:-1, SP:256, PS:2, IP:2, AR:2, IR:CMP #-1 }  CMP #-1
DEBUG:root:{ Tick:760, BR:0, AC:-1, SP:256, PS:2, IP:5, AR:5, IR:JZ .END }  JZ .END
DEBUG:root:{ Tick:762, BR:0, AC:-1, SP:256, PS:2, IP:6, AR:6, IR:HLT }  HLT
Output:
Never gonna give you up!
Never gonna let you down!
